Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
536,632702095,yob1tch (25/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF Trevor Ariza PF Frank Kaminsky C Anthony Davis F LeBron James G Jordan McRae UTIL Tyreke Evans,,,
536,632702096,yob1tch (26/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF Trevor Ariza PF Frank Kaminsky C Anthony Davis F LeBron James G Jordan McRae UTIL Tyreke Evans,,,
536,632702097,yob1tch (27/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF Trevor Ariza PF Frank Kaminsky C Anthony Davis F LeBron James G Jordan McRae UTIL Tyreke Evans,,,
536,632702098,yob1tch (28/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF Trevor Ariza PF Frank Kaminsky C Anthony Davis F LeBron James G Jordan McRae UTIL Tyreke Evans,,,
536,632702099,yob1tch (29/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF Trevor Ariza PF Frank Kaminsky C Anthony Davis F LeBron James G Jordan McRae UTIL Tyreke Evans,,,
536,632702100,yob1tch (30/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF Trevor Ariza PF Frank Kaminsky C Anthony Davis F LeBron James G Jordan McRae UTIL Tyreke Evans,,,
536,632771595,mrmaholla (1/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771596,mrmaholla (2/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771597,mrmaholla (3/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771598,mrmaholla (4/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771599,mrmaholla (5/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771600,mrmaholla (6/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771601,mrmaholla (7/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771602,mrmaholla (8/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771603,mrmaholla (9/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771604,mrmaholla (10/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771605,mrmaholla (11/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771606,mrmaholla (12/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771607,mrmaholla (13/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771608,mrmaholla (14/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771609,mrmaholla (15/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771610,mrmaholla (16/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771611,mrmaholla (17/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771612,mrmaholla (18/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771613,mrmaholla (19/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771614,mrmaholla (20/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771615,mrmaholla (21/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771616,mrmaholla (22/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771617,mrmaholla (23/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771618,mrmaholla (24/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771619,mrmaholla (25/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771620,mrmaholla (26/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771621,mrmaholla (27/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771622,mrmaholla (28/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771623,mrmaholla (29/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
536,632771624,mrmaholla (30/30),0,291,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Frank Kaminsky C Anthony Davis F Trevor Ariza G Jordan McRae UTIL Tyreke Evans,,,
603,632182835,RexGrossman (15/30),0,290.75,PG Austin Rivers SG Jimmy Butler SF LeBron James PF Kevin Love C Greg Monroe F Frank Kaminsky G Michael Carter-Williams UTIL Joakim Noah,,,
604,632363953,chuckface8,0,290.5,PG Giannis Antetokounmpo SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Marcin Gortat F Doug McDermott G Victor Oladipo UTIL Eric Bledsoe,,,
604,632365106,orangecrush_21,0,290.5,PG Michael Carter-Williams SG Austin Rivers SF LeBron James PF Derrick Favors C Nikola Vucevic F Jimmy Butler G Malcolm Brogdon UTIL Trevor Ariza,,,
604,632741844,punew44,0,290.5,PG Malcolm Brogdon SG James Harden SF Gordon Hayward PF Aaron Gordon C Joakim Noah F Montrezl Harrell G Michael Carter-Williams UTIL Wilson Chandler,,,
607,632336414,Ishyish (1/2),0,290.25,PG Kemba Walker SG Jimmy Butler SF Kevin Durant PF Serge Ibaka C Marreese Speights F Richard Jefferson G Derrick Rose UTIL Trey Burke,,,
607,632337444,depalma13,0,290.25,PG Kemba Walker SG Malcolm Brogdon SF Gordon Hayward PF Serge Ibaka C Marcin Gortat F Trevor Ariza G Tyreke Evans UTIL Nikola Vucevic,,,
607,632529203,coachsinbad (1/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529204,coachsinbad (2/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529205,coachsinbad (3/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529206,coachsinbad (4/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529207,coachsinbad (5/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529208,coachsinbad (6/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529209,coachsinbad (7/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529210,coachsinbad (8/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529211,coachsinbad (9/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632529212,coachsinbad (10/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632606382,cardswschamps10 (1/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632606396,cardswschamps10 (2/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632606415,cardswschamps10 (3/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632606430,cardswschamps10 (4/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632606436,cardswschamps10 (5/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632606442,cardswschamps10 (6/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632608272,cardswschamps10 (7/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632614734,cardswschamps10 (8/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632614751,cardswschamps10 (9/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632614775,cardswschamps10 (10/10),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632626493,mtl1678 (1/3),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632626501,mtl1678 (2/3),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632635494,mtl1678 (3/3),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632649215,arizwildcats11,0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
607,632694619,DSalsmanmo (27/30),0,290.25,PG Malcolm Brogdon SG Jordan McRae SF Jimmy Butler PF Kevin Love C Rudy Gobert F Montrezl Harrell G Jrue Holiday UTIL Austin Rivers,,,
607,632770461,wiltonious96 (1/2),0,290.25,PG Russell Westbrook SG Jimmy Butler SF Doug McDermott PF Frank Kaminsky C Spencer Hawes F LeBron James G Michael Carter-Williams UTIL Greg Monroe,,,
635,632224276,wesselman,0,290,PG Jrue Holiday SG Victor Oladipo SF Nicolas Batum PF Serge Ibaka C DeAndre Jordan F Tyreke Evans G Jimmy Butler UTIL Andre Roberson,,,
635,632440124,illiniharrison,0,290,PG Jrue Holiday SG Jimmy Butler SF LeBron James PF Kevin Love C Greg Monroe F Doug McDermott G Michael Carter-Williams UTIL Jordan McRae,,,
635,632570878,tjdop1945 (2/6),0,290,PG Stephen Curry SG Jimmy Butler SF Nicolas Batum PF Serge Ibaka C Nikola Jokic F Sam Dekker G Michael Carter-Williams UTIL Luc Richard Mbah a Moute,,,
635,632589049,tjdop1945 (5/6),0,290,PG Stephen Curry SG Jimmy Butler SF Nicolas Batum PF Serge Ibaka C Nikola Jokic F Sam Dekker G Michael Carter-Williams UTIL Luc Richard Mbah a Moute,,,
635,632590187,tjdop1945 (6/6),0,290,PG Stephen Curry SG Jimmy Butler SF Nicolas Batum PF Serge Ibaka C Nikola Jokic F Sam Dekker G Michael Carter-Williams UTIL Luc Richard Mbah a Moute,,,
640,632172369,wittb555 (2/3),0,289.75,PG Jrue Holiday SG Victor Oladipo SF Carmelo Anthony PF Wilson Chandler C Rudy Gobert F Serge Ibaka G Austin Rivers UTIL Nikola Vucevic,,,
640,632210856,dskalka6,0,289.75,PG Michael Carter-Williams SG Malcolm Brogdon SF Jimmy Butler PF Kevin Love C Marcin Gortat F Frank Kaminsky G Austin Rivers UTIL Eric Bledsoe,,,
640,632487474,yungkey23,0,289.75,PG James Harden SG Jimmy Butler SF Trevor Ariza PF Jabari Parker C Greg Monroe F Doug McDermott G Jordan McRae UTIL Gary Harris,,,
643,632264943,Jawn24 (1/3),0,289.5,PG Michael Carter-Williams SG Jimmy Butler SF LeBron James PF Nikola Mirotic C Serge Ibaka F Frank Kaminsky G Malcolm Brogdon UTIL Carmelo Anthony,,,
644,632332820,d0nski (19/30),0,289.25,PG Giannis Antetokounmpo SG Iman Shumpert SF Trevor Ariza PF Kevin Love C Greg Monroe F Frank Kaminsky G Jimmy Butler UTIL Gary Harris,,,
644,632475716,UFC150,0,289.25,PG Michael Carter-Williams SG Austin Rivers SF LeBron James PF Frank Kaminsky C Greg Monroe F Jimmy Butler G Giannis Antetokounmpo UTIL Jordan McRae,,,
646,632473160,NILKNARF (12/30),0,288.5,PG Russell Westbrook SG Jordan McRae SF Nikola Mirotic PF Spencer Hawes C Anthony Davis F Frank Kaminsky G Jimmy Butler UTIL Greg Monroe,,,
646,632607012,toddmcquacker,0,288.5,PG Kemba Walker SG Victor Oladipo SF Trevor Ariza PF Aaron Gordon C Brook Lopez F LeBron James G Malcolm Brogdon UTIL Taj Gibson,,,
646,632663845,cohen684 (2/2),0,288.5,PG John Wall SG Jimmy Butler SF Kevin Durant PF Montrezl Harrell C Marreese Speights F Frank Kaminsky G Jeremy Lamb UTIL Raymond Felton,,,
649,632325880,romanoa5262,0,288.25,PG Austin Rivers SG Jimmy Butler SF Jabari Parker PF Kenneth Faried C Nikola Vucevic F Danilo Gallinari G Klay Thompson UTIL Victor Oladipo,,,
650,632261600,chilimac3 (1/3),0,288,PG Giannis Antetokounmpo SG Victor Oladipo SF Trevor Ariza PF Jabari Parker C Joakim Noah F Gordon Hayward G Michael Carter-Williams UTIL Raymond Felton,,,
650,632279445,chilimac3 (3/3),0,288,PG Giannis Antetokounmpo SG Victor Oladipo SF Trevor Ariza PF Jabari Parker C Joakim Noah F Gordon Hayward G Michael Carter-Williams UTIL Raymond Felton,,,
650,632546824,GreatWhiteDope,0,288,PG Eric Bledsoe SG Klay Thompson SF Danilo Gallinari PF Anthony Davis C Joakim Noah F Montrezl Harrell G Michael Carter-Williams UTIL Malcolm Brogdon,,,
650,632707330,rvt101184 (1/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707495,rvt101184 (2/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707523,rvt101184 (3/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707581,rvt101184 (4/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707657,rvt101184 (5/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707751,rvt101184 (6/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707776,rvt101184 (7/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707835,rvt101184 (8/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707859,rvt101184 (9/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632707880,rvt101184 (10/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632708018,rvt101184 (11/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632708073,rvt101184 (12/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716572,rvt101184 (13/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716603,rvt101184 (14/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716642,rvt101184 (15/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716666,rvt101184 (16/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716687,rvt101184 (17/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716739,rvt101184 (18/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716763,rvt101184 (19/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716796,rvt101184 (20/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716934,rvt101184 (21/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632716989,rvt101184 (22/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717010,rvt101184 (23/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717061,rvt101184 (24/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717085,rvt101184 (25/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717109,rvt101184 (26/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717193,rvt101184 (27/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717302,rvt101184 (28/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717331,rvt101184 (29/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
650,632717389,rvt101184 (30/30),0,288,PG Michael Carter-Williams SG Jimmy Butler SF Carmelo Anthony PF Frank Kaminsky C Kevin Love F Trevor Ariza G Malcolm Brogdon UTIL Serge Ibaka,,,
683,632243915,CJMFD23 (2/2),0,287.75,PG Michael Carter-Williams SG Klay Thompson SF Gordon Hayward PF Otto Porter C Nikola Vucevic F Montrezl Harrell G Jrue Holiday UTIL Rudy Gobert,,,
683,632359035,sambam12,0,287.75,PG Kemba Walker SG Klay Thompson SF Wilson Chandler PF Jabari Parker C Brook Lopez F Draymond Green G Victor Oladipo UTIL D.J. Augustin,,,
683,632490195,robby1221,0,287.75,PG Jrue Holiday SG Malcolm Brogdon SF Jimmy Butler PF Derrick Favors C Nikola Jokic F Frank Kaminsky G Victor Oladipo UTIL Kevin Love,,,
683,632542541,kiztulance09 (1/2),0,287.75,PG James Harden SG Jordan McRae SF Doug McDermott PF Frank Kaminsky C Rudy Gobert F Jimmy Butler G Austin Rivers UTIL Marcin Gortat,,,
683,632551763,kiztulance09 (2/2),0,287.75,PG James Harden SG Jordan McRae SF Doug McDermott PF Frank Kaminsky C Rudy Gobert F Jimmy Butler G Austin Rivers UTIL Marcin Gortat,,,
683,632579697,dands74,0,287.75,PG Kemba Walker SG Klay Thompson SF Jimmy Butler PF Jabari Parker C Serge Ibaka F Marvin Williams G Justin Holiday UTIL Brandon Jennings,,,
689,632182838,RexGrossman (18/30),0,287.5,PG Emmanuel Mudiay SG Jimmy Butler SF LeBron James PF Montrezl Harrell C Greg Monroe F Kevin Love G Michael Carter-Williams UTIL Kyle O'Quinn,,,
690,632287347,jryan409 (1/3),0,287,PG Michael Carter-Williams SG Klay Thompson SF Jimmy Butler PF Serge Ibaka C Roy Hibbert F Gordon Hayward G Nicolas Batum UTIL Austin Rivers,,,
690,632292220,shocae (1/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292221,shocae (2/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292222,shocae (3/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292223,shocae (4/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292224,shocae (5/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292225,shocae (6/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292226,shocae (7/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292227,shocae (8/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292228,shocae (9/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292229,shocae (10/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
690,632292230,shocae (11/30),0,287,PG Michael Carter-Williams SG Jordan McRae SF Jimmy Butler PF Derrick Favors C Greg Monroe F Draymond Green G Derrick Rose UTIL LeBron James,,,
