Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,communityBonus,penalty,dvp,value,O/U,±
SG,Troy Williams,3000,Sac@Mem 08:00PM ET,10.720,MEM,True,0,12.964,2.729,4.188,0.000,-13.413,21.000,18.000,199.500,-8.500
SG,Malachi Richardson,3000,Sac@Mem 08:00PM ET,4.750,SAC,False,0,4.700,1.450,3.125,0.000,-429.022,3.000,18.000,199.500,8.500
PF/C,Jarell Martin,3000,Sac@Mem 08:00PM ET,10.395,MEM,True,0,8.714,4.631,4.375,0.000,-11.023,17.500,18.000,199.500,-8.500
PF,Deyonta Davis,3000,Sac@Mem 08:00PM ET,5.881,MEM,True,1,6.500,2.000,4.500,0.000,-589.925,24.000,18.000,199.500,-8.500
PF,Skal Labissiere,3000,Sac@Mem 08:00PM ET,4.625,SAC,False,0,5.812,2.250,3.875,0.000,-417.732,4.500,18.000,199.500,8.500
C,Kosta Koufos,3000,Sac@Mem 08:00PM ET,15.896,SAC,False,0,21.821,10.457,13.125,0.000,-1435.733,1.000,18.000,199.500,8.500
C,Willie Cauley-Stein,3000,Sac@Mem 08:00PM ET,8.331,SAC,False,0,6.893,3.587,4.125,0.000,-752.459,1.000,18.000,199.500,8.500
PG/SG,C.J. Watson,3000,Mil@Orl 07:00PM ET,7.031,ORL,True,0,8.643,3.500,9.188,0.000,-632.875,9.500,18.000,211.000,3.500
SG,Jason Terry,3000,Mil@Orl 07:00PM ET,8.458,MIL,False,0,8.857,4.382,5.750,0.000,-0.102,19.000,18.000,211.000,-3.500
SG,C.J. Wilcox,3000,Mil@Orl 07:00PM ET,2.609,ORL,True,0,2.000,0.614,3.375,0.000,-0.031,16.000,18.000,211.000,3.500
SG,Mario Hezonja,3000,Mil@Orl 07:00PM ET,6.105,ORL,True,0,6.000,2.079,9.312,0.000,-0.073,16.000,18.000,211.000,3.500
SG,Rashad Vaughn,3000,Mil@Orl 07:00PM ET,7.176,MIL,False,0,5.786,2.136,6.812,0.000,-0.086,19.000,18.000,211.000,-3.500
SF,Damjan Rudez,3000,Mil@Orl 07:00PM ET,3.800,ORL,True,0,3.500,0.828,0.750,0.000,-0.046,29.000,18.000,211.000,3.500
PF,Mirza Teletovic,3000,Mil@Orl 07:00PM ET,13.022,MIL,False,0,8.536,6.603,2.188,0.000,-10.369,14.000,18.000,211.000,-3.500
PF,Thon Maker,3000,Mil@Orl 07:00PM ET,4.292,MIL,False,0,3.214,1.886,3.500,0.000,-0.052,14.000,18.000,211.000,-3.500
C,Miles Plumlee,3000,Mil@Orl 07:00PM ET,5.563,MIL,False,0,2.536,1.618,3.188,0.000,-0.067,22.500,18.000,211.000,-3.500
PG,Bobby Brown,3000,GS@Hou 08:00PM ET,1.159,HOU,True,0,2.550,0.583,3.750,0.000,0.076,14.500,18.000,240.500,5.000
PG,Tyler Ennis,3000,GS@Hou 08:00PM ET,4.560,HOU,True,0,2.929,1.600,2.062,0.000,0.300,14.500,18.000,240.500,5.000
SG/SF,Corey Brewer,3000,GS@Hou 08:00PM ET,9.811,HOU,True,0,13.036,6.080,11.250,0.000,-882.343,11.750,18.000,240.500,5.000
SG/SF,Patrick McCaw,3000,GS@Hou 08:00PM ET,6.117,GS,False,0,5.929,2.712,4.000,0.000,0.403,25.500,18.000,240.500,-5.000
SF,K.J. McDaniels,3000,GS@Hou 08:00PM ET,5.870,HOU,True,0,2.143,2.033,3.062,0.000,-527.913,9.500,18.000,240.500,5.000
PF,David West,3000,GS@Hou 08:00PM ET,12.405,GS,False,1,17.000,7.287,12.250,0.000,-1239.558,14.000,18.000,240.500,-5.000
PF,Kyle Wiltjer,3000,GS@Hou 08:00PM ET,2.306,HOU,True,0,4.833,0.375,1.000,0.000,-207.388,9.000,18.000,240.500,5.000
PF,Kevon Looney,3000,GS@Hou 08:00PM ET,7.797,GS,False,0,8.000,2.733,6.250,0.000,0.514,14.000,18.000,240.500,-5.000
C,Anderson Varejao,3000,GS@Hou 08:00PM ET,5.295,GS,False,0,6.667,2.500,3.312,0.000,-1.980,20.500,18.000,240.500,-5.000
C,JaVale McGee,3000,GS@Hou 08:00PM ET,9.967,GS,False,0,9.071,4.841,10.375,0.000,0.657,20.500,18.000,240.500,-5.000
PG/SG,Devin Harris,3000,Uta@Dal 08:30PM ET,10.942,DAL,True,0,17.893,5.383,13.938,0.000,-989.471,3.500,18.000,188.000,5.500
PG,Pierre Jackson,3000,Uta@Dal 08:30PM ET,4.333,DAL,True,0,3.062,0.375,0.375,0.000,-391.828,6.000,18.000,188.000,5.500
PG,Raul Neto,3000,Uta@Dal 08:30PM ET,5.716,UTA,False,0,9.250,1.500,7.625,0.000,-516.891,1.000,18.000,188.000,-5.500
PG,Dante Exum,3000,Uta@Dal 08:30PM ET,11.719,UTA,False,0,8.857,5.385,6.125,0.000,-1066.974,1.000,18.000,188.000,-5.500
SG,Nicolas Brussino,3000,Uta@Dal 08:30PM ET,4.750,DAL,True,0,2.714,1.062,3.562,0.000,-429.536,1.000,18.000,188.000,5.500
SF,Dorian Finney-Smith,3000,Uta@Dal 08:30PM ET,11.049,DAL,True,0,11.679,6.170,7.375,0.000,-999.147,1.000,18.000,188.000,5.500
SF,Justin Anderson,3000,Uta@Dal 08:30PM ET,13.480,DAL,True,0,9.143,6.329,0.812,0.000,-1230.515,1.000,18.000,188.000,5.500
PF/C,Boris Diaw,3000,Uta@Dal 08:30PM ET,10.757,UTA,False,0,10.607,5.773,14.438,0.000,-972.742,7.500,18.000,188.000,-5.500
PF,Joel Bolomboy,3000,Uta@Dal 08:30PM ET,2.833,UTA,False,0,3.550,1.050,2.812,0.000,-256.185,3.000,18.000,188.000,-5.500
PF,Trey Lyles,3000,Uta@Dal 08:30PM ET,16.657,UTA,False,0,10.500,9.800,9.938,0.000,-1506.271,3.000,18.000,188.000,-5.500
C,Jeff Withey,3000,Uta@Dal 08:30PM ET,7.615,UTA,False,0,9.714,3.538,4.250,0.000,-692.698,12.000,18.000,188.000,-5.500
C,Salah Mejri,3000,Uta@Dal 08:30PM ET,10.966,DAL,True,0,9.821,5.091,10.750,0.000,-991.642,2.000,18.000,188.000,5.500
PG,Jerryd Bayless,3000,Por@Phi 07:00PM ET,21.333,PHI,True,1,21.333,15.750,21.333,0.000,-2133.645,13.000,18.000,209.500,2.000
PG,Shabazz Napier,3000,Por@Phi 07:00PM ET,7.232,POR,False,0,8.500,2.650,5.125,0.000,-655.267,12.000,18.000,209.500,-2.000
PG,Tim Quarterman,3000,Por@Phi 07:00PM ET,3.250,POR,False,0,3.357,1.750,1.750,0.000,-292.585,12.000,18.000,209.500,-2.000
SG/SF,Timothe Luwawu-Cabarrot,3000,Por@Phi 07:00PM ET,5.944,PHI,True,0,7.143,2.125,10.938,0.000,-0.156,15.000,18.000,209.500,2.000
SF,Pat Connaughton,3000,Por@Phi 07:00PM ET,3.345,POR,False,0,3.714,1.227,4.938,0.000,-0.088,24.000,18.000,209.500,-2.000
PF/C,Meyers Leonard,3000,Por@Phi 07:00PM ET,11.853,POR,False,0,7.679,5.310,12.312,0.000,-0.310,16.500,18.000,209.500,-2.000
PF,Jake Layman,3000,Por@Phi 07:00PM ET,4.348,POR,False,0,2.321,1.516,3.750,0.000,-391.434,6.000,18.000,209.500,-2.000
PF,Noah Vonleh,3000,Por@Phi 07:00PM ET,8.854,POR,False,0,9.964,4.333,16.188,0.000,-797.092,6.000,18.000,209.500,-2.000
C,Ed Davis,3000,Por@Phi 07:00PM ET,12.769,POR,False,1,8.250,6.714,10.125,0.000,-1277.106,27.000,18.000,209.500,-2.000
PG,Randy Foye,3000,Bkn@NO 08:00PM ET,11.705,BKN,False,0,14.429,7.031,17.500,0.000,-1.324,27.000,18.000,221.500,9.500
PG,Langston Galloway,3000,Bkn@NO 08:00PM ET,16.887,NO,True,0,18.857,9.707,16.688,0.000,-1.910,30.000,18.000,221.500,-9.500
SF/PF,Dante Cunningham,3000,Bkn@NO 08:00PM ET,14.425,NO,True,0,21.143,8.717,17.812,0.000,-1.632,29.000,18.000,221.500,-9.500
SF,Joe Harris,3000,Bkn@NO 08:00PM ET,15.801,BKN,False,0,17.179,9.816,14.312,0.000,-1.787,16.500,18.000,221.500,9.500
PF/C,Luis Scola,3000,Bkn@NO 08:00PM ET,12.342,BKN,False,0,12.286,6.446,12.562,0.000,-1.396,21.750,18.000,221.500,9.500
PF,Quincy Acy,3000,Bkn@NO 08:00PM ET,6.100,BKN,False,0,8.000,3.607,14.562,0.000,-0.690,25.000,18.000,221.500,9.500
PF,Cheick Diallo,3000,Bkn@NO 08:00PM ET,10.375,NO,True,0,7.500,4.650,11.938,0.000,-1.174,28.000,18.000,221.500,-9.500
C,Alexis Ajinca,3000,Bkn@NO 08:00PM ET,11.988,NO,True,0,11.714,5.909,7.750,0.000,-10.738,30.000,18.000,221.500,-9.500
C,Omer Asik,3000,Bkn@NO 08:00PM ET,11.569,NO,True,0,13.607,6.721,5.438,0.000,-9.417,30.000,18.000,221.500,-9.500
PG/SG,Rodney Stuckey,3000,Ind@LAL 10:30PM ET,15.794,IND,False,1,17.357,8.306,14.625,0.000,-1593.211,24.500,18.000,220.500,-3.500
PG,Aaron Brooks,3000,Ind@LAL 10:30PM ET,12.138,IND,False,0,14.179,7.048,11.875,0.000,-7.723,28.000,18.000,220.500,-3.500
PG,Jose Calderon,3000,Ind@LAL 10:30PM ET,8.863,LAL,True,0,11.321,3.375,3.625,0.000,0.687,16.500,18.000,220.500,3.500
PG,Marcelo Huertas,3000,Ind@LAL 10:30PM ET,8.806,LAL,True,0,6.464,4.562,5.750,0.000,0.682,16.500,18.000,220.500,3.500
SG,Joe Young,3000,Ind@LAL 10:30PM ET,4.875,IND,False,0,9.071,0.479,2.188,0.000,0.378,21.000,18.000,220.500,-3.500
SF,Metta World Peace,3000,Ind@LAL 10:30PM ET,2.797,LAL,True,0,1.583,0.625,1.000,0.000,-251.513,12.000,18.000,220.500,3.500
PF/C,Kevin Seraphin,3000,Ind@LAL 10:30PM ET,10.260,IND,False,0,8.357,4.107,8.562,0.000,0.795,28.000,18.000,220.500,-3.500
PF,Thomas Robinson,3000,Ind@LAL 10:30PM ET,12.000,LAL,True,0,15.000,4.828,7.875,0.000,-9.393,29.000,18.000,220.500,3.500
PF,Rakeem Christmas,3000,Ind@LAL 10:30PM ET,3.417,IND,False,0,1.375,1.375,3.417,0.000,0.265,27.000,18.000,220.500,-3.500
PF,Georges Niang,3000,Ind@LAL 10:30PM ET,2.235,IND,False,0,2.179,0.568,0.688,0.000,0.173,27.000,18.000,220.500,-3.500
C,Lavoy Allen,3000,Ind@LAL 10:30PM ET,6.700,IND,False,0,5.214,3.691,2.125,0.000,-2.100,29.000,18.000,220.500,-3.500
C,Tarik Black,3000,Ind@LAL 10:30PM ET,14.669,LAL,True,0,15.286,9.917,15.438,0.000,1.136,17.000,18.000,220.500,3.500
C,Timofey Mozgov,3000,Ind@LAL 10:30PM ET,15.856,LAL,True,0,14.857,10.360,11.938,0.000,1.228,17.000,18.000,220.500,3.500
