Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,atHome,injured,7GameAvg,FloorAvg,4GameAvg,communityBonus,penalty,dvp,value,O/U,odds,Final
PF,Jared Sullinger,3000,Tor@Cha 07:00PM ET,11.750,TOR,0,0,10.625,9.500,10.625,1.175,-9013.633,10.000,18.000,215.500,-1.000,9.500
PF,Pascal Siakam,3000,Tor@Cha 07:00PM ET,11.949,TOR,0,0,11.179,6.400,11.688,0.000,-8997.723,10.000,18.000,215.500,-1.000,14.500
C,Roy Hibbert,3000,Tor@Cha 07:00PM ET,13.293,CHA,1,0,13.036,8.537,14.125,0.000,-8997.723,8.500,18.000,215.500,1.000,9.500
C,Jakob Poeltl,3000,Tor@Cha 07:00PM ET,6.906,TOR,0,0,6.536,3.054,3.688,0.000,2.277,26.000,18.000,215.500,-1.000,6.500
PG,Wade Baldwin IV,3000,Sac@Mem 08:00PM ET,9.402,MEM,1,0,9.214,3.327,3.125,0.000,-9.029,21.500,18.000,199.500,-8.500,0.000
SG,Arron Afflalo,3000,Sac@Mem 08:00PM ET,12.301,SAC,0,0,10.536,6.706,12.250,0.000,-9013.029,3.000,18.000,199.500,8.500,15.000
SG,Troy Daniels,3000,Sac@Mem 08:00PM ET,14.617,MEM,1,0,11.643,5.368,6.188,0.000,-124.451,21.000,18.000,199.500,-8.500,-0.500
SG,Ben McLemore,3000,Sac@Mem 08:00PM ET,8.641,SAC,0,0,9.929,2.554,1.312,0.000,-9013.029,3.000,18.000,199.500,8.500,3.500
SG,Troy Williams,3000,Sac@Mem 08:00PM ET,10.720,MEM,1,0,12.964,2.729,4.188,0.000,-102.112,21.000,18.000,199.500,-8.500,0.000
SG,Malachi Richardson,3000,Sac@Mem 08:00PM ET,4.750,SAC,0,0,4.700,1.450,3.125,0.000,-9013.029,3.000,18.000,199.500,8.500,3.750
PF/C,Jarell Martin,3000,Sac@Mem 08:00PM ET,10.395,MEM,1,0,8.714,4.631,4.375,0.000,-83.031,17.500,18.000,199.500,-8.500,0.000
PF,Deyonta Davis,3000,Sac@Mem 08:00PM ET,5.881,MEM,1,1,6.500,2.000,4.500,0.000,-9.029,24.000,18.000,199.500,-8.500,1.250
PF,Skal Labissiere,3000,Sac@Mem 08:00PM ET,4.625,SAC,0,0,5.812,2.250,3.875,0.000,-9013.029,4.500,18.000,199.500,8.500,8.750
C,Kosta Koufos,3000,Sac@Mem 08:00PM ET,15.896,SAC,0,0,21.821,10.457,13.125,0.000,-9013.029,1.000,18.000,199.500,8.500,14.000
C,Willie Cauley-Stein,3000,Sac@Mem 08:00PM ET,8.331,SAC,0,0,6.893,3.587,4.125,0.000,-9013.029,1.000,18.000,199.500,8.500,12.500
PG/SG,C.J. Watson,3000,Mil@Orl 07:00PM ET,7.031,ORL,1,0,8.643,3.500,9.188,0.000,-9000.903,9.500,18.000,211.000,3.500,14.750
SG,Jason Terry,3000,Mil@Orl 07:00PM ET,8.458,MIL,0,0,8.857,4.382,5.750,0.000,-0.903,19.000,18.000,211.000,-3.500,4.000
SG,C.J. Wilcox,3000,Mil@Orl 07:00PM ET,2.609,ORL,1,0,2.000,0.614,3.375,0.000,-0.903,16.000,18.000,211.000,3.500,0.000
SG,Mario Hezonja,3000,Mil@Orl 07:00PM ET,6.105,ORL,1,0,6.000,2.079,9.312,0.000,-0.903,16.000,18.000,211.000,3.500,10.500
SG,Rashad Vaughn,3000,Mil@Orl 07:00PM ET,7.176,MIL,0,0,5.786,2.136,6.812,0.000,-0.903,19.000,18.000,211.000,-3.500,15.000
SF,Damjan Rudez,3000,Mil@Orl 07:00PM ET,3.800,ORL,1,0,3.500,0.828,0.750,0.000,-0.903,29.000,18.000,211.000,3.500,1.500
PF,Mirza Teletovic,3000,Mil@Orl 07:00PM ET,13.022,MIL,0,0,8.536,6.603,2.188,0.000,-79.323,14.000,18.000,211.000,-3.500,2.750
PF,Thon Maker,3000,Mil@Orl 07:00PM ET,4.292,MIL,0,0,3.214,1.886,3.500,0.000,-0.903,14.000,18.000,211.000,-3.500,3.250
C,Miles Plumlee,3000,Mil@Orl 07:00PM ET,5.563,MIL,0,0,2.536,1.618,3.188,0.000,-0.903,22.500,18.000,211.000,-3.500,9.000
PG,Bobby Brown,3000,GS@Hou 08:00PM ET,1.159,HOU,1,0,2.550,0.583,3.750,0.000,15.942,14.500,18.000,240.500,5.000,7.500
PG,Tyler Ennis,3000,GS@Hou 08:00PM ET,4.560,HOU,1,0,2.929,1.600,2.062,0.000,15.942,14.500,18.000,240.500,5.000,7.000
SG/SF,Corey Brewer,3000,GS@Hou 08:00PM ET,9.811,HOU,1,0,13.036,6.080,11.250,0.000,-8984.058,11.750,18.000,240.500,5.000,9.750
SG/SF,Patrick McCaw,3000,GS@Hou 08:00PM ET,6.117,GS,0,0,5.929,2.712,4.000,0.000,19.942,25.500,18.000,240.500,-5.000,9.000
SF,K.J. McDaniels,3000,GS@Hou 08:00PM ET,5.870,HOU,1,0,2.143,2.033,3.062,0.000,-8984.058,9.500,18.000,240.500,5.000,1.500
PF,David West,3000,GS@Hou 08:00PM ET,12.405,GS,0,1,17.000,7.287,12.250,0.000,19.942,14.000,18.000,240.500,-5.000,0.000
PF,Kyle Wiltjer,3000,GS@Hou 08:00PM ET,2.306,HOU,1,0,4.833,0.375,1.000,0.000,-8984.058,9.000,18.000,240.500,5.000,0.000
PF,Kevon Looney,3000,GS@Hou 08:00PM ET,7.797,GS,0,0,8.000,2.733,6.250,0.000,19.942,14.000,18.000,240.500,-5.000,9.750
C,Anderson Varejao,3000,GS@Hou 08:00PM ET,5.295,GS,0,0,6.667,2.500,3.312,0.000,-24.044,20.500,18.000,240.500,-5.000,0.000
C,JaVale McGee,3000,GS@Hou 08:00PM ET,9.967,GS,0,0,9.071,4.841,10.375,0.000,19.942,20.500,18.000,240.500,-5.000,0.000
PG/SG,Devin Harris,3000,Uta@Dal 08:30PM ET,10.942,DAL,1,0,17.893,5.383,13.938,0.000,-9021.155,3.500,18.000,188.000,5.500,14.500
PG,Pierre Jackson,3000,Uta@Dal 08:30PM ET,4.333,DAL,1,0,3.062,0.375,0.375,0.000,-9021.155,6.000,18.000,188.000,5.500,0.000
PG,Raul Neto,3000,Uta@Dal 08:30PM ET,5.716,UTA,0,0,9.250,1.500,7.625,0.000,-9017.155,1.000,18.000,188.000,-5.500,8.000
PG,Dante Exum,3000,Uta@Dal 08:30PM ET,11.719,UTA,0,0,8.857,5.385,6.125,0.000,-9078.936,1.000,18.000,188.000,-5.500,0.000
SG,Nicolas Brussino,3000,Uta@Dal 08:30PM ET,4.750,DAL,1,0,2.714,1.062,3.562,0.000,-9021.155,1.000,18.000,188.000,5.500,0.000
SF,Dorian Finney-Smith,3000,Uta@Dal 08:30PM ET,11.049,DAL,1,0,11.679,6.170,7.375,0.000,-9021.155,1.000,18.000,188.000,5.500,12.000
SF,Justin Anderson,3000,Uta@Dal 08:30PM ET,13.480,DAL,1,0,9.143,6.329,0.812,0.000,-9106.731,1.000,18.000,188.000,5.500,2.000
PF/C,Boris Diaw,3000,Uta@Dal 08:30PM ET,10.757,UTA,0,0,10.607,5.773,14.438,0.000,-9017.155,7.500,18.000,188.000,-5.500,9.000
PF,Joel Bolomboy,3000,Uta@Dal 08:30PM ET,2.833,UTA,0,0,3.550,1.050,2.812,0.000,-9017.155,3.000,18.000,188.000,-5.500,0.000
PF,Trey Lyles,3000,Uta@Dal 08:30PM ET,16.657,UTA,0,0,10.500,9.800,9.938,0.000,-9017.155,3.000,18.000,188.000,-5.500,11.500
C,Jeff Withey,3000,Uta@Dal 08:30PM ET,7.615,UTA,0,0,9.714,3.538,4.250,0.000,-9070.771,12.000,18.000,188.000,-5.500,0.000
C,Salah Mejri,3000,Uta@Dal 08:30PM ET,10.966,DAL,1,0,9.821,5.091,10.750,0.000,-9021.155,2.000,18.000,188.000,5.500,6.500
PG,Jerryd Bayless,3000,Por@Phi 07:00PM ET,21.333,PHI,1,1,21.333,15.750,21.333,0.000,-9001.963,13.000,18.000,209.500,2.000,0.000
PG,Shabazz Napier,3000,Por@Phi 07:00PM ET,7.232,POR,0,0,8.500,2.650,5.125,0.000,-9060.001,12.000,18.000,209.500,-2.000,0.000
PG,Tim Quarterman,3000,Por@Phi 07:00PM ET,3.250,POR,0,0,3.357,1.750,1.750,0.000,-9001.963,12.000,18.000,209.500,-2.000,0.000
SG/SF,Timothe Luwawu-Cabarrot,3000,Por@Phi 07:00PM ET,5.944,PHI,1,0,7.143,2.125,10.938,0.000,-1.963,15.000,18.000,209.500,2.000,7.000
SF,Pat Connaughton,3000,Por@Phi 07:00PM ET,3.345,POR,0,0,3.714,1.227,4.938,0.000,-1.963,24.000,18.000,209.500,-2.000,0.000
PF/C,Meyers Leonard,3000,Por@Phi 07:00PM ET,11.853,POR,0,0,7.679,5.310,12.312,0.000,-1.963,16.500,18.000,209.500,-2.000,0.000
PF,Jake Layman,3000,Por@Phi 07:00PM ET,4.348,POR,0,0,2.321,1.516,3.750,0.000,-9001.963,6.000,18.000,209.500,-2.000,0.000
PF,Noah Vonleh,3000,Por@Phi 07:00PM ET,8.854,POR,0,0,9.964,4.333,16.188,0.000,-9001.963,6.000,18.000,209.500,-2.000,18.750
C,Ed Davis,3000,Por@Phi 07:00PM ET,12.769,POR,0,1,8.250,6.714,10.125,0.000,-1.963,27.000,18.000,209.500,-2.000,11.000
PG,Randy Foye,3000,Bkn@NO 08:00PM ET,11.705,BKN,0,0,14.429,7.031,17.500,0.000,2.517,27.000,18.000,221.500,9.500,17.250
PG,Langston Galloway,3000,Bkn@NO 08:00PM ET,16.887,NO,1,0,18.857,9.707,16.688,0.000,6.517,30.000,18.000,221.500,-9.500,17.500
SF/PF,Dante Cunningham,3000,Bkn@NO 08:00PM ET,14.425,NO,1,0,21.143,8.717,17.812,0.000,6.517,29.000,18.000,221.500,-9.500,27.750
SF,Joe Harris,3000,Bkn@NO 08:00PM ET,15.801,BKN,0,0,17.179,9.816,14.312,0.000,2.517,16.500,18.000,221.500,9.500,16.000
PF/C,Luis Scola,3000,Bkn@NO 08:00PM ET,12.342,BKN,0,0,12.286,6.446,12.562,0.000,2.517,21.750,18.000,221.500,9.500,18.250
PF,Quincy Acy,3000,Bkn@NO 08:00PM ET,6.100,BKN,0,0,8.000,3.607,14.562,0.000,2.517,25.000,18.000,221.500,9.500,23.500
PF,Cheick Diallo,3000,Bkn@NO 08:00PM ET,10.375,NO,1,0,7.500,4.650,11.938,0.000,6.517,28.000,18.000,221.500,-9.500,15.000
C,Alexis Ajinca,3000,Bkn@NO 08:00PM ET,11.988,NO,1,0,11.714,5.909,7.750,0.000,-71.748,30.000,18.000,221.500,-9.500,0.000
C,Omer Asik,3000,Bkn@NO 08:00PM ET,11.569,NO,1,0,13.607,6.721,5.438,0.000,-63.569,30.000,18.000,221.500,-9.500,0.000
PG/SG,Rodney Stuckey,3000,Ind@LAL 10:30PM ET,15.794,IND,0,1,17.357,8.306,14.625,0.000,-90.384,24.500,18.000,220.500,-3.500,0.000
PG,Aaron Brooks,3000,Ind@LAL 10:30PM ET,12.138,IND,0,0,14.179,7.048,11.875,0.000,5.810,28.000,18.000,220.500,-3.500,10.000
PG,Jose Calderon,3000,Ind@LAL 10:30PM ET,8.863,LAL,1,0,11.321,3.375,3.625,0.000,5.810,16.500,18.000,220.500,3.500,19.750
PG,Marcelo Huertas,3000,Ind@LAL 10:30PM ET,8.806,LAL,1,0,6.464,4.562,5.750,0.000,-70.876,16.500,18.000,220.500,3.500,0.000
SG,Joe Young,3000,Ind@LAL 10:30PM ET,4.875,IND,0,0,9.071,0.479,2.188,0.000,5.810,21.000,18.000,220.500,-3.500,0.000
SF,Metta World Peace,3000,Ind@LAL 10:30PM ET,2.797,LAL,1,0,1.583,0.625,1.000,0.000,-8994.190,12.000,18.000,220.500,3.500,-0.500
PF/C,Kevin Seraphin,3000,Ind@LAL 10:30PM ET,10.260,IND,0,0,8.357,4.107,8.562,0.000,5.810,28.000,18.000,220.500,-3.500,4.250
PF,Thomas Robinson,3000,Ind@LAL 10:30PM ET,12.000,LAL,1,0,15.000,4.828,7.875,0.000,-80.371,29.000,18.000,220.500,3.500,2.750
PF,Rakeem Christmas,3000,Ind@LAL 10:30PM ET,3.417,IND,0,0,1.375,1.375,3.417,0.000,5.810,27.000,18.000,220.500,-3.500,0.000
PF,Georges Niang,3000,Ind@LAL 10:30PM ET,2.235,IND,0,0,2.179,0.568,0.688,0.000,5.810,27.000,18.000,220.500,-3.500,6.000
C,Lavoy Allen,3000,Ind@LAL 10:30PM ET,6.700,IND,0,0,5.214,3.691,2.125,0.000,-33.274,29.000,18.000,220.500,-3.500,2.750
C,Tarik Black,3000,Ind@LAL 10:30PM ET,14.669,LAL,1,0,15.286,9.917,15.438,0.000,5.810,17.000,18.000,220.500,3.500,30.250
C,Timofey Mozgov,3000,Ind@LAL 10:30PM ET,15.856,LAL,1,0,14.857,10.360,11.938,0.000,5.810,17.000,18.000,220.500,3.500,29.750
